CO_CNES;CO_IBGE;NO_FANTASIA;ESTADO;MUNICIPIO;CO_CEP;NO_BAIRRO;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NU_LATITUDE;NU_LONGITUDE
6868681;5200134;ODHELMO LEAO VELOSO;GO;ACREUNA;75960000;CENTRO;AVENIDA CORUMBA;126;A;-17.4006584;-50.3833175
6922171;5200134;SAMU ACREUNA;GO;ACREUNA;75960000;CENTRO;RUA ORISMAR ALVES DE AVELAR;03;;-17.396;-50.377
6430031;5200134;ORTODONTIA;GO;ACREUNA;75960000;CENTRO;AVENIDA ALTINA PIRES ARANTES;57;;-17.399807370487917;-50.37687420845032
2570866;5200134;LABORATORIO VITAL BRAZIL;GO;ACREUNA;75960000;CENTRO;RUA MARIA MACHADO DE ALMEIDA;106;;-17.3968376;-50.3812821
9526366;5200134;LABORATORIO CLINICO ACREUNA;GO;ACREUNA;75960000;CENTRO;AVENIDA ARAGUAIA;24;QD 28 LT P SALA 02;-17.396;-50.377
9597441;5200134;UNIDADE MISTA MARIA PIRES MAIA;GO;ACREUNA;75960000;SETOR VILA RICA;AVENIDA TANCREDO NEVES;S/N;QD 21 LTS 22 E 23;-17.3938838;-50.3860395
5207355;5200134;CONSULTORIO ODONTOLOGICO MAURICIO REIS;GO;ACREUNA;75960000;ACREUNA;AVENIDA AMAZONAS;41;;-17.4068139;-50.372347
6637302;5200134;BIOMED;GO;ACREUNA;75960000;CENTRO;RUA AMAURY PIRES CAETANO;111;;-17.39592716565979;-50.382147431373596
2440229;5200134;U S F SOL NASCENTE;GO;ACREUNA;75960000;SOL NASCENTE;AVENIDA ITALIA;S/N;;-17.386061;-50.3707074
0622230;5200134;REABILITAR FISIO;GO;ACREUNA;75960000;CENTRO;JORDELINA DO CARMO ARANTES;21;QD 26 L K;-17.401465902576003;-50.37639141082764
2571080;5200134;HOSPITAL EVANGELICO DE ACREUNA;GO;ACREUNA;75960000;CENTRO;RUA JORDELINA DO CARMO ARANTES;19;;-17.3942377;-50.3829165
6395864;5200134;CONSULTORIO ODONTOLOGICO DR EUNICE HELENA OLIVEIRA PANIAGO;GO;ACREUNA;75960000;CENTRO;AVENIDA ALTINA PIRES ARANTES;06;;-17.3955335;-50.3817333
6405622;5200134;ORTOCLIM;GO;ACREUNA;75960000;CENTRO;AVENIDA ARAGUAIA;28;;-17.4022606;-50.3721009
6341756;5200134;ACREFISIO;GO;ACREUNA;75960000;CONJUNTO PAINEIRAS;RUA 28;S/N;QD 80 A LT 10;-17.3976899;-50.3731039
6507638;5200134;CONSULTORIO ODONTOLOGICO PRO ORAL DE ACREUNA;GO;ACREUNA;75960000;CENTRO;RUA JOAO ALTINO ARANTES;32;;-17.3976798;-50.3750693
6430023;5200134;CITO CONSULTORIO INTEGRADO DE TRATAMENTO ODONTOLOGICO;GO;ACREUNA;75960000;CENTRO;RUA JOAO LEMES SOBRINHO;124;;-17.39778025528202;-50.37682056427002
2440237;5200134;UNIDADE DE SAUDE DA FAMILIA JOAQUIM DE O ATAIDE NETO;GO;ACREUNA;75960000;NOVA ACREUNA;AV MINAS GERAIS C RUA CEARA;64;;-17.396;-50.377
0686379;5200134;CONSULTORIO ODONTOLOGICO ALEX TATANI;GO;ACREUNA;75960000;SETOR CENTRAL;AVENIDA SAO FELIPE;122;;-17.3900568;-50.3705549
9899596;5200134;GUIMARAES MED CENTER;GO;ACREUNA;75960000;CENTRO;AVENIDA AMAZONAS;47;;-17.40455769382891;-50.374653339385986
0801658;5200134;U S F CANADA;GO;ACREUNA;75960000;SETOR CANADA;RUA ALEXANDRE INACIO DA SILVA;S/N;QD 44;-17.39712502131855;-50.367422103881836
9212051;5200134;CASA DE RECUPERACAO NOVO AMANHECER;GO;ACREUNA;75960000;NOSSA SENHORA APAREC;AVENIDA ALAMEDA VEREDAO;69;;-17.4036773;-50.3852662
6405584;5200134;SECRETARIA MUNICIPAL DE SAUDE DE ACREUNA;GO;ACREUNA;75960000;CENTRO;RUA 08;82;;-17.403963910162087;-50.38076877593994
0814024;5200134;CONHECENDO A INFANCIA;GO;ACREUNA;75960000;SETOR CENTRAL;JOAO ALTINO ARANTES;35;;-17.3934736;-50.3797196
6928668;5200134;CLINICA DE OLHOS;GO;ACREUNA;75960000;CENTRO;RUA JOAO LEMES SOBRINHO;124;;-17.39583502259183;-50.38102626800537
6405614;5200134;ODONTO CLINICA;GO;ACREUNA;75960000;CONJUNTO PAINEIRAS;RUA 5 A;S/N;QD 08 LT 05;-17.4036773;-50.3852662
6452795;5200134;CONSULTORIO ODONTOLOGICO DR NEWTON BARCELOS;GO;ACREUNA;75960000;CENTRO;RUA JOAO ALTINO ARANTES;40;;-17.3976798;-50.3750693
6452817;5200134;CONSULTORIO ODONTOLOGICO JOAO VIEIRA MACHADO;GO;ACREUNA;75960000;CENTRO;RUA ROSA GUIMARAES;45;AO LADO DO CATENAS;-17.4009683;-50.3745361
2383160;5200134;U S F ANA CARLA;GO;ACREUNA;75960000;ANA CARLA;RUA 8 ESQ COM RUA ORISMAR ALVES DE AVELAR;S/N;;-17.396;-50.377
2441241;5200134;U S F ARANTINA;GO;ACREUNA;75960000;CENTRO;AVENIDA CENTRAL;S/N;;-17.5292731;-50.1934499
2535769;5200159;UBS LOURIVON DINIZ LINHARES;GO;ADELANDIA;76155000;JD PROGRESSO;AV ABEL LUIZ PEREIRA;S/N;QD K LT 0;-16.4158994825083;-50.16813933849335
7623151;5200159;ACADEMIA DA SAUDE DE ADELANDIA LIBIA DINIZ;GO;ADELANDIA;76155000;JARDIM PROGRESSO;AV DOMINGOS ALVES ESQ COM RUA GERALDA EVANGELIST;S/N;;-16.417108727809584;-50.1696252822876
6537731;5200159;SECRETARIA MUNICIPAL DE SAUDE DE ADELANDIA;GO;ADELANDIA;76155000;CENTRO;AV ANICUNS;140;;-16.414577022655973;-50.16930341720581
0253243;5200175;SMART SORRISO;GO;AGUA FRIA DE GOIAS;73780000;CENTRO;RUA OLIMPIO CARDOSO DELGADO QD 16 LOTE 4 B LOJA B;S/N;;-14.985234105983722;-47.78495371341705
3526615;5200175;UNIDADE BASICA DE SAUDE DA FAMILIA I MATO SECO;GO;AGUA FRIA DE GOIAS;73780000;ZONA RURAL;RUA DO POSTO DE SAUDE MATO SECO;S/N;;-14.968998323469032;-48.020650148391724
6345433;5200175;SECRETARIA MUNICIPAL DE SAUDE DE AGUA FRIA DE GOIAS;GO;AGUA FRIA DE GOIAS;73780000;CENTRO;RUA ZAIDA PINTO BOAVENTURA;S/N;;-14.982513545227576;-47.78685808181763
7619669;5200175;ACADEMIA DA SAUDE DE AGUA FRIA DE GOIAS;GO;AGUA FRIA DE GOIAS;73780000;LOTEAMENTO AGUA FRIA;RUA 20;S/N;QD 45 LT 01;-14.977870375023473;-47.783188819885254
0249149;5200175;UNIDADE BASICA DE SAUDE DA FAMILIA III CENTRO;GO;AGUA FRIA DE GOIAS;73780000;CENTRO;RUA HERMES POZ;S/N;;-14.983114662579839;-47.78420805931091
3542157;5200175;UNIDADE BASICA DE SAUDE DA FAMILIA II AGUA FRIA;GO;AGUA FRIA DE GOIAS;73780000;LOTEAMENTO AGUA FRIA;QUADRA 26;S/N;;-14.977642359607545;-47.78332829475403
2361507;5200175;CENTRO DE SAUDE DE AGUA FRIA DE GOIAS;GO;AGUA FRIA DE GOIAS;73780000;CENTRO;RUA ZAIDA PINTO BOAVENTURA;S/N;AREA ESPECIAL;-14.98274155545643;-47.78683662414551
2437740;5200209;LABORATORIO MUNICIPAL JOAO DAVID DE MORAIS AGUA LIMPA;GO;AGUA LIMPA;75665000;CENTRO;RUA PARANA;01;;-18.0729728;-48.7625422
2381583;5200209;CENTRO DE SAUDE AGUA LIMPA;GO;AGUA LIMPA;75665000;CENTRO;RUA ADOLFO ROSA;01;;-18.0741891;-48.7619955
5294150;5200209;ESF AGUA LIMPA;GO;AGUA LIMPA;75665000;CENTRO;RUA PEDRO AVELINO DIAS;01;;-18.0739947;-48.7625131
6388558;5200209;SECRETARIA MUNICIPAL DE SAUDE DE AGUA LIMPA;GO;AGUA LIMPA;75665000;CENTRO;RUA ADOLFO ROSA;01;;-18.0741891;-48.7619955
0749389;5200258;CTLM;GO;AGUAS LINDAS DE GOIAS;72916203;MANSOES VILLAGE;QUADRA 7 CASA;6;;-15.732;-48.2662
9447199;5200258;FARMACIA REGIONAL UNIDADE I;GO;AGUAS LINDAS DE GOIAS;72920010;JARDIM DA BARRAGEM I;QUADRA 04 LOTE;15;;-15.7347;-48.2867
9370226;5200258;LABORATORIO SABIN;GO;AGUAS LINDAS DE GOIAS;72915000;JARDIM BRASILIA;QUADRA 06 LOTE 17 LOJA;01;;-15.7346;-48.2835
9490809;5200258;FARMACIA REGIONAL UNIDADE III;GO;AGUAS LINDAS DE GOIAS;72911274;JARDIM PEROLA DA BAR;QUADRA 63 LOTE;18;UNIDADE 01;-15.7392;-48.2598
2769638;5200258;LABORATORIO BELLE;GO;AGUAS LINDAS DE GOIAS;72910001;SETOR 10;QD 109 CONJ B;S/N;LOTES 20 E 28;-15.7368;-48.2886
9941266;5200258;CLINICA POPULAR;GO;AGUAS LINDAS DE GOIAS;72920530;JARDIM DA BARRAGEM I;QD 1B LOTE 56 JARDIM DA BARRAGEM III;56;;-15.7362;-48.2879
9860967;5200258;RESERVA TECNICA RT;GO;AGUAS LINDAS DE GOIAS;72926301;AGUAS BONITAS I;AREA ESPECIAL I PARK DAS AGUAS BONITAS I BR 070 KM;14;AGUAS BONITAS;-15.7525;-48.3255
0733040;5200258;BRASIL MEDICOS EXAMES E DENTISTAS;GO;AGUAS LINDAS DE GOIAS;72915138;JARDIM BRASILIA;12 LOTE;07;LOJA 01 AVENIDA JK;-15.7332;-48.2834
6984711;5200258;CLINICA ODONTOLOGICA SORRIDENTE;GO;AGUAS LINDAS DE GOIAS;72910001;JARDIM PEROLA II;QD 80 LOTE 02 SALA;05;;-15.74;-48.2606
7570546;5200258;POSTO PSF JARDIM PINHEIROS;GO;AGUAS LINDAS DE GOIAS;72912651;JARDIM DOS PINHEIROS;QUADRA 07 LOTE;13;;-15.7202;-48.2815
5582067;5200258;ODONTO FRANCO DRA BEATRIZ DE ALMEIDA FRANCO;GO;AGUAS LINDAS DE GOIAS;72910001;JARDIM BRASILIA;R 10 QD 14 LT;12;;-15.7593;-48.2693
5727138;5200258;POSTO DE SAUDE MARIANO RUFINO AGUAS B I;GO;AGUAS LINDAS DE GOIAS;72910262;AGUAS BONITAS I;QUADRA 18;01;LOTE;-15.7581;-48.3269
5999472;5200258;CENTRO DE ATENCAO PSICOSSOCIAL DE AGUAS LINDAS CAPS;GO;AGUAS LINDAS DE GOIAS;72915021;JARDIM BRASILIA;QUADRA 15 LOTE;21;;-15.718;-48.292
6806325;5200258;POSTO PSF JARDIM PARAISO;GO;AGUAS LINDAS DE GOIAS;72925462;JARDIM PARAISO;AREA ESPECIAL;S/N;;-15.7498;-48.2979
9840311;5200258;EXAME MEDICINA DIAGNOSTICA;GO;AGUAS LINDAS DE GOIAS;72915000;JARDIM BRASILIA;QUADRA 06 LOTE 17;S/N;LOJA 02;-15.735075;-48.2834
9732489;5200258;CLINICA CERTA;GO;AGUAS LINDAS DE GOIAS;72915138;JARDIM BRASILIA;QUADRA 12 LOTE 22 LOJA 01;22;LOJA;-15.7331;-48.2855
2442728;5200258;HOSPITAL MUNICIPAL BOM JESUS;GO;AGUAS LINDAS DE GOIAS;72925141;PARQUE DA BARRAGEM;SETOR 10;S/N;QUADRA 109;-15.7375;-48.2911
0081388;5200258;OFTALMED;GO;AGUAS LINDAS DE GOIAS;72915705;MANSOES CENTRO OESTE;QUADRA 00 LOTE 6B2;62;ALAMEDA SANTA LUZIA;-15.736;-48.2743
9519939;5200258;CLINICA SANTA MARIA;GO;AGUAS LINDAS DE GOIAS;72910100;SETOR 2;QUADRA 44 CONJ B LOTE;S/N;SALA 305 306;-15.7471;-48.2668
4070585;5200258;POSTO PSF BARRAGEM IV;GO;AGUAS LINDAS DE GOIAS;72920139;JD DA BARRAGEM IV;QD 58 LOTE;S/N;;-15.7178;-48.2899
6708218;5200258;LABORATORIO ART LAB;GO;AGUAS LINDAS DE GOIAS;72910001;JARDIM BRASILIA;QUADRA 09 LOTE;32;;-15.7327;-48.2831
9370978;5200258;DESPERTAI;GO;AGUAS LINDAS DE GOIAS;72910990;PADRE LUCIO;CHAC PARQUE DAS NACOES;73;;-15.683;-48.253
4070550;5200258;POSTO PSF BARRAGEM II;GO;AGUAS LINDAS DE GOIAS;72920139;JARDIM BARRAGEM IV;QD 58 LOTE;S/N;QUADRA;-15.7178;-48.2899
4070577;5200258;POSTO PSF CAMPING CLUB;GO;AGUAS LINDAS DE GOIAS;72914012;CAMPING CLUBE;R 20 QUADRA 09 AREA ESPECIAL CAMPING CLUBE;01;;-15.7639;-48.2607
3122468;5200258;INSTITUTO DE OLHOS AGUAS LINDAS;GO;AGUAS LINDAS DE GOIAS;72910001;JARDIM BRASILIA;AVENIDA JK QD 13 LOTE 09 10;09;;-15.762;-48.282
9447210;5200258;FARMACIA JUDICIAL;GO;AGUAS LINDAS DE GOIAS;72920010;JARDIM BARRAGEM I;QUADRA OE LOTE;15;;-15.7345;-48.2855
9517987;5200258;DOC X RADIOLOGIA;GO;AGUAS LINDAS DE GOIAS;72920001;JARDIM DA BARRAGEM 1;AV CUIABA QD 01 LT 10 LOJA 01 02;10;;-15.7362;-48.2881
9505148;5200258;FARMACIA REGIONAL UNIDADE IV;GO;AGUAS LINDAS DE GOIAS;72914123;CAMPING CLUB;QUADRA 08 LOTE 28 29;S/N;LOJA 01;-15.7624;-48.2652
6658598;5200258;CEO CENTRO DE ESPECIALIDADE ODONTOLOGICA;GO;AGUAS LINDAS DE GOIAS;72910001;JARDIM BRASILIA;AV JK AREA ESPECIAL;06;;-15.7265;-48.2853
9957863;5200258;PRESIDIO MUNICIPAL DE AGUAS LINDAS DE GOIAS;GO;AGUAS LINDAS DE GOIAS;72910262;SETOR III;QUADRA 18 LOTE 01;01;AV LIBERDADE;-15.7577;-48.266
0677191;5200258;FARMACIA PAGUE MENOS;GO;AGUAS LINDAS DE GOIAS;72910001;JARDIM BRASILIA;AV JK QD 09 LT 19;19;;-15.733089145253352;-48.28368365764618
9537244;5200258;SAUDE POPULAR;GO;AGUAS LINDAS DE GOIAS;72911199;SETOR 01;QUADRA 50 CONJ A S N;49;LOTE;-15.7416;-48.2713
9444858;5200258;CENTRO DE ABASTECIMENTO FARMACEUTICO;GO;AGUAS LINDAS DE GOIAS;72920010;JARDIM DA BARRAGEM I;QUADRA 04 LOTE;15;;-15.7347;-48.2864
9114246;5200258;SAMU MOTOLANCIA I;GO;AGUAS LINDAS DE GOIAS;72926301;AGUAS BONITAS;AREA ESPECIAL I PARK DAS AGUAS BONITAS I BR 070 KM;14;AGUAS BONITAS;-15.7525;-48.3255
0610860;5200258;POSTO DE SAUDE SETOR IX;GO;AGUAS LINDAS DE GOIAS;72925141;SETOR 10;QUADRA 109 CONJ B LOT 19;S/N;;-15.7385;-48.2901
0287652;5200258;CLINICA NOVA SAUDE CENTRO MEDICO;GO;AGUAS LINDAS DE GOIAS;72915705;MANSOES CENTRO OESTE;SANTA LUZIA;S/N;QUADRA;-15.7343;-48.2891
9144625;5200258;CENTRO DE ANALISE CLINICAS PASTEUR;GO;AGUAS LINDAS DE GOIAS;72910001;JARDIM BRASILIA;RUA 16 QD 27;22;SN;-15.7267;-48.2868
9125906;5200258;WELBER VAZ DE OLIVEIRA;GO;AGUAS LINDAS DE GOIAS;72910001;JARDIM BRASILIA;RUA 17 QD 27 LOTE;10;SN LOJA 04;-15.7262;-48.2854
4070542;5200258;UNIDADE DE VIGILANCIA SANITARIA;GO;AGUAS LINDAS DE GOIAS;72914123;CAMPING CLUBE;QD 08 LOTE 28 29;S/N;LOJA 02;-15.7624;-48.2651
2438186;5200258;POSTO PSF AGUAS LINDAS II;GO;AGUAS LINDAS DE GOIAS;72914493;AGUAS LINDAS II;QUADRA 00 LT 01;S/N;AREA ESPECIAL;-15.7699;-48.2824
6710212;5200258;GOMIDES ODONTOLOGIA;GO;AGUAS LINDAS DE GOIAS;72910001;PEROLA II;QD 57 LOTE;24;;-15.7378;-48.2605
7374496;5200258;CLINICA NOVA SAUDE;GO;AGUAS LINDAS DE GOIAS;72910001;JARDIM BRASILIA;AVENIDA SN QUADRA 11 LOTE;19;SOBRELOJA;-15.7319;-48.2862
0697192;5200258;LABORATORIO CENTRAL;GO;AGUAS LINDAS DE GOIAS;72915000;JARDIM BRASILIA;QUADRA 06;17;SALA 204;-15.7343;-48.2891
0798134;5200258;ABDSC;GO;AGUAS LINDAS DE GOIAS;72915117;JARDIM BRASILIA;15 AREA ESPECIAL 1 B;S/N;QUADRA25;-15.7272;-48.2833
9725598;5200258;FARMACIA DA EPIDEMIOLOGIA;GO;AGUAS LINDAS DE GOIAS;72925141;SETOR 10;QUADRA 109 SETOR 10;S/N;QUADRA 109;-15.7381;-48.2904
4070569;5200258;POSTO DE SAUDE FELISBELA BEZERRA COIMBRA;GO;AGUAS LINDAS DE GOIAS;72911515;ST COIMBRA;QD P CHACARA 10 CASAS;03;;-15.7473;-48.2529
0610925;5200258;POSTO DE SAUDE BARRAGEM III;GO;AGUAS LINDAS DE GOIAS;72920139;JARDIM BARRAGEM II;QUADRA 58 LOTE;S/N;;-15.7178;-48.2899
7706375;5200258;POSTO PSF BARRAGEM V;GO;AGUAS LINDAS DE GOIAS;72920809;BARRAGEM V;QD 06 LOTE;04;;-15.7372;-48.2802
0157619;5200258;HOSPITAL DE CAMPANHA PARA COVID 19 DE AGUAS LINDAS DE GOIAS;GO;AGUAS LINDAS DE GOIAS;72915642;MANSOES OLINDA;AV SEGUNDA AVENIDA ESQUINA COM RUA 12;S/N;;-15.762;-48.282
9654046;5200258;ALIANCA DIAGNOSTICO CLINICO;GO;AGUAS LINDAS DE GOIAS;72915096;JARDIM BRASILIA;AV JK QUADRA 41 LOTE 03 LOJA 02;03;LOJA 02;-15.7222;-48.2874
9692045;5200258;HOSPITAL E MATERNIDADE SANTA RITA;GO;AGUAS LINDAS DE GOIAS;72915057;JARDIM BRASILIA;AV JK QD 39 LT 16;16;LOTE;-15.7221;-48.2816
9447202;5200258;FARMACIA DE ALTO CUSTO;GO;AGUAS LINDAS DE GOIAS;72920010;JARDIM DA BARRAGEM I;QUADRA 04 LOTE;15;;-15.7347;-48.2867
2441071;5200258;POSTO PSF PEROLA II;GO;AGUAS LINDAS DE GOIAS;72910001;JARDIM PEROLA II;QUADRA 66 LOTE;01;;-15.7353;-48.2579
5467144;5200258;POSTO DE SAUDE ABILIO BRITO DOS SANTOS PADRE LUCIO;GO;AGUAS LINDAS DE GOIAS;72910001;PADRE LUCIO;RUA SEM NOME AE POLICIAL;00;SETOR CENTRAL;-15.6753;-48.2833
7064934;5200258;CLIMER;GO;AGUAS LINDAS DE GOIAS;72910590;PARQUE BARRAGEM;QD110 CONJUNTO B SETOR 10;S/N;;-15.762;-48.282
0377074;5200258;SAMU USA 01 AGUAS LINDAS;GO;AGUAS LINDAS DE GOIAS;72926301;AGUAS BONITAS I;AREA ESPECIAL I PARK DAS AGUAS BONITAS I BR 070 KM;14;AGUAS BONITAS;-15.2525;-48.3255
0213365;5200258;ORALMEDIC;GO;AGUAS LINDAS DE GOIAS;72915042;JARDIM BRASILIA;28;18;LOJA 04;-15.762;-48.282
9329951;5200258;FISIOPRIME CLINICA DE REABILITACAO;GO;AGUAS LINDAS DE GOIAS;72915138;JARDIM BRASILIA;12 LOTE 19;S/N;ANDAR PRIMEIRO;-15.7331;-48.2854
9114238;5200258;SAMU MOTOLANCIA II;GO;AGUAS LINDAS DE GOIAS;72926301;AGUAS BONITAS I;AREA ESPECIAL I PARK DAS AGUAS BONITAS I BR 070 KM;14;AGUAS BONITAS I;-15.7525;-48.3255
9513876;5200258;FARMACIA REGIONAL UNIDADE II;GO;AGUAS LINDAS DE GOIAS;72922463;JARDIM AMERICA 04;QUADRA 02 LOTE 30 31;S/N;LOJA 04;-15.7463;-48.3354
